node_id,rug_flag
12WBfjvEoU7MVHJvkenWrJZAafahRsXtfUSsdQ4rpump,0
12XTEFhtDXELcwd1wULZPM9iKwk22RmFve23Twgmpump,0
12XUpGfsmX8eTb9GkHTHLf4E42eXaMiNHCWs9xmupump,0
12XbSPVc5hmWjKUzf5ExTysM2pEL3tM953YkMXmLWkGd,0
12You7a9CKuEH6QMdjqX2Wuvxo8bkGjK4YEDngmiGsub,0
12aW8QYgEvx666X4N3eZQeFHpAEZUGfxmdrQTkXMMNQC,0
12apRhxPLpJTSk7GteKVbAyoL8pPt8ExZQdhBZuSpump,0
12askQRo6hFNbi5B37kmU55cStnFBdwvNjuBKhgBRxgt,0
12athtdzF877vp7GN9LVcNgT1H2k5tHq1pRWQLGcpump,0
12cTo3AByvqvXfTjKoL4eVdX6m7YLBrXXgR27Yj5pump,0
12cVGXthaF394jwgiGH3QcnaSoQsxTFdodH87FQRpump,0
12cVrRfpvjeheRTJ8wNkNvS34sLyvoDKkDr8mScvpump,0
12eEU3LwVWFXPXhVz7azNdgCJBePidFXxmhxtumupump,0
12ftANmQHVB1PzQ1rj6kuBWF91PwKx6YFqVzXDd58Bcn,0
12ifMz54Sq4Ab4RiPezsbDYkY2fo5L3VTabfJJ2ppump,0
12jRvdc7rSjU3EYE2PPBH6YEvmPekywE1KNThXVbpump,0
12m8KjjEuZSQHEY1RobCxoq3DkfuY28jk6DNDfL5pump,0
12mFgH4JmL9weBMpkMDnL245aBnjtTA37KBxwG4Kpump,0
12mJjCcJ4W6aZz2vMXWVupVdMzzoiJmEsddiFXWhQYd8,0
12n29G7vQ1ouuvLzzd8PRf8ArEUdCa39amAQBFYLpump,0
12nhY3RZxJM7R9t5bRMG9h2Je3MXQRXcoKpHERK5pump,0
12nkgxr35zmfo6hQH3dMtezkndf1ogBwYcv5mAoZpump,0
12rU2Hxna9owTPo83T2qBFKZEAfHKaaGAgHiHHAeTF2F,0
12sdqp23cjLTweTj47XajgT6A4u6gXd7vJqqDWofpump,0
12te4v58KWsZ9r7tRJ1dS7tiY6w9Gfrjs3KqWFAqaFNh,0
12twEqPJttCUqVuVjdV6oEQvhsRzVyosZhu2YU4mpump,0
12u79iLfXDVm99ByjsmwzQnJhREEhiiyapxr7A5cd6tm,0
12vFJqwSYpdU4hHu3kkivsSRwWW5mxDZmcZ9i13byW3B,0
12vmVZc5DGHfSaURYo12KfQtjhrGf4VfArY64p6Qmwrt,0
12w51xobHDVdRmLu3vH1M4fimBH5STJXphHRvAzKpump,0
12wMhZiipZyoDrqY7pJNwSfxRfyFyySSW4BzroUocook,0
12y6dCD1BkFreGkS2JJGHToUqfegSw2Nsx41uaT3ZE3b,0
12zJNGBFoKhJnido8qetUZmwZtzqZSfWU93eM4zBsktQ,0
12ziu9W2RrqA5mPXS8sHQYubZeUmn3BWXCfKgCJvpump,0
131fe165GLsksXk7Q2qDPauxrKh5fTQ4LFC45cD2fyrK,0
1327jtDk2xxUYiXkVZ6ZjzymDbi9GVW6Jso3v1rGpump,0
133z2xYqAgBnQcSLh6HSL98Zd9sYtGSjgGhrxL2Mpump,0
134GmBnw81ZC4eoRmaFotQYTRLVL5Jga57oG5zTfpump,0
134bAzX2yysX9vUrr34uBtZqroBGNsDrdeMWMbQipump,0
137sB2kQD6CDN3vo8bynoHQaGqWBL9jFUDsUU51Lpump,0
138CuKVWta7jw847Lf8paNJscVpDXn3StghjoVN2pump,0
139gXCJuLxoPa651VBGaPxxFNbrLoKg1QukVpcnopump,0
13Bpxn62DBunRqVpbxokhypR7MtA8hadbobPAeUdpump,0
13CxcdCS6HiqeP5Zw3t6gFRnhJo1buBDVT4QRuW9pump,0
13D8guzsu41Dpg2XQy8u4jgHqYenkmcwUPH9pVJPpump,0
13DDJaiZ5JsseJUA44u6XjoAzjpPD19dJinPCKurpump,0
13DaidiMRhW5m2Lwqd6CEDrrJedNM1oWzf4ZUyUgpump,0
13Dcce9KRt7gRkwDKQjfFHAUqvDmdsBhAuT6v1Eopump,0
13ET7hnSyFB8m1AQskAm5JiSJofQ1DWxf9kJqJwcez3F,0
13EjFuKkKyqm2tNXbC5296KQ6WXZUUBCHijeXU6fczyz,0
13FcjzdvSEeEPwEE88iBtAYtx2ZPbAb4i6zUkw9hLxTJ,0
13J2pSo2LJ1AXv7NvktiMhSXKXZH9N5jC1wuuvCbpump,0
13Ji4ZR5qgSERNH8PcCSwCVFzG4CpVk5XzTt7uvCpump,0
13LWS4DaChVLRyVJkwnQSW63yL4tiTuxfRYi6gzMpump,0
13LmcZm7swAiDPLhw7uW8EwCQUVv12N9YK5pBcALp4Xc,0
13MWUriht3qZvWfBzs17XbLSiyNxrK1k1YrQGmDUpump,0
13P696NAcNkeAoF1sAhLoy8q3jjDZ3VEB7wFUKqbpump,0
13PEf2PZ1SA6qbqiUCCYPk5ZUbWGDwaqZf5rNAVNpump,0
13Qf9SreyfBLQmXR1SVmT3KK68wseSMeHCFUA94FaRzx,0
13RJia2BhBaeR7JpQRamzsNY71y8ZLE3hnHezQutSqFH,0
13RN5V4HQeHPJRSA8h3GXsM5sGjocNy9bjVMb3dopump,0
13TDBmqcmkGXQWGZmU5SAoZLpP3ZUzskh2HJdF2fpump,0
13TVvChoA7S2qdB7GhP8sDret3aPBetBjvWHtL3Ymeme,0
13UhMYeExuj7deLssTyeiqo2LryLtZzs1mdFGSb7Ljcg,0
13VNpN6VuQ2BPyvvW6WCkUo1ajm2vQhrUbUZH2hUpump,0
13WPY7vTaL8f1zhdkjYF35TuCKrhSCvt5aY8LG75KV3r,0
13WjJybEabJeq7k9ypUjF3rBefnq88dRtjknQ9ERtm3o,0
13XN7CT4rpap1PXWpLKa78mXpbwSevma2EvHYcFpump,0
13eNFUJQkJCvvUEJgqS8BbTQo3ERsuiVwdWGqiUApump,0
13iyXpwj2NwQPjvmDoWdP4VhrPYouxHDdfgygFvepump,0
13jxnzr41tUoRRJcXnqQY5MGonMxZUhtHN2W6LuApump,0
13kotAZpogQwRXsxXTHQo3eRAPJQjM9fwAE3hEhMcook,0
13kxPfJGXtZxP1CUVcxnLkrrs7FsrBTUvBFeUgc3piyf,0
13psg9mnTmLwqKQiPpJoSC6iVesQXmk6t41FbHoSaVUG,0
13rFmnAHKqrQtfNyzytbggg5kTfSHMq7moNwxoojpump,0
13sNdwyStev5xpYkgRXHkw469Yc2gxQKhZvjSsV5pump,0
13u5McCNz1mH4dQXDHC7TFBz5Ua57QRW1eoy6Z71pump,0
13wnSp9Mwu9DvzRuq2UKHmTvxEb4sooxcniGhne7pump,0
13wtsBVWShkNnPKW8FckSk3oZXvJfnso5PCtgspKpump,0
13yJLncRJZ7nXedZ6ujLTB3TntpCW45S2ttvcfhcpQzE,0
13zYUEk4HfuKUzNqGkGdFhWcs8QtkZTEwqLW3VS7n2XK,0
141yMh6PP9YxUhJz4XFwWqdbnwE1yjPTdhBBWWvppump,0
1422ee1yT5AwaPgMrmFh9CaP9CpTavA3bgSMz3Shpump,0
142C1ZKREKCii5CcEPEvYriv1SwdSmYsUW8zKb93Pmpy,0
144qWyAuxD18JiJWhMezxEL2DeEcEj5mUDKCNy8apump,0
146yrcvhEFoEsbDNgLG7cnYeQk5DGNowCo3s6BtjMzWz,0
148fNZjZ4YiG3j2KzsFQzKNiksLaqhGnN2LXexUWpump,1
149xK3XQEPAiU8jQ5symipw66rcXw5W8tqWRZ7e2cook,0
14AnJFQgnyGfvXgkZ9JM6UNDEtZwQvxdV7E4jZqmpump,0
14BBCBixRmNaVyZmG4oH676iemhpY9Xbx2kfo2a5krcw,0
14CK5yy6YCK3NsSpXcc4zLU4e29hkq5oB6Yb9ZHBXPG2,0
14DmhXx4tSMsrh1LHkGJ46RkN8ghen7xgWbJq6obzdXa,0
14Ea6MpkrxwQscfnkgYrrNEDigmVpVZHPa6na1Z7pump,0
14HRQ1hxXPuXzztBotN9yjEFmznogLUrvmeBug9Z3kdV,0
14JNEGMbEtw6YSp6opukyczhCyLbaiodHvozbSPSkKWN,0
14JycTVbbqjkrxqKrNHGuU3XL64r3TC2Em5N4cYzdhxa,0
14L2LPqojo92t8XeBUNwKC8Zvr19hhMGEypxzifgpump,0
14LxegRxwKjRwNpC84nx5giefkBR5acii5T2DZ5FjoGt,0
14LyBpy3kvKQz6AeprRcNM3mq1BXftAHE9ZYfrjxpump,0
14PZ4K8vtXwAdJXomDMFySQAqJWEegXJgd5xKSsTpump,0
14Q751sPkkEw7uezZp4XbzwksrYR41q8VUdLNrTkpump,0
14Q8XGSNiyK4CxDbKvaRCjPwSnCidBjqkjGEatqDpump,0
14QJ67ZwjChYhmNDzqAJsM8ZTPhUQ6GNBi5Wpva37eH2,0
14RUnrKyTuRcqbm6WhRN5zq6VdTxnxxV7CVPEeCHhogd,0
14VE5bF8Hrv7ifJkTtgVjzBFamjfLnxewPejAP9Spump,0
14WtmH2psVETW8GjYGmvjbt5m793Upoz2vCvx1FSpump,0
14WxpV4Fd4hGp3uZp4y44oC6ofxDhweKDh39uUvVpump,0
14XiD6sjVAymyTBUWyCaQaDJVnWC9nFURZFe5eQ5pump,0
14aFmu7R2AH9hDheGfXKj1qJ4mMfEFpqoSyGgMnDpump,0
14av7EWbARTM1f1uufx53YfbJmvqd9oDWwJFzxdspump,0
14b14Ppqe5fpnSJZiJviU6Lhx6XarZkxPcGNJvpApump,0
14ciSHq8giNxi25KTCT5Hc9ti7zEUSGwaDQY1w7Tpump,0
14cuSwZK9xNC7uhGJ8JZ2LzKi6mNbF8LHsDhttRfK2Kf,0
14dN2Qpjy1QX2Eg3YYysPrWpbk6gUrSqKK4nyt1zpump,0
14dNkY7i58DhcyJYnBiCwrezwd9fFcZjkQmSYYtZk93u,0
14e3w3f4pDpfagVdgfqiXF2G9hi7HyNvtbdr1SS7pump,0
14eM3xUkwEs6vvbH2edX84SGu4tq5D3QQoYvFwfNpump,0
14fdRCySR1FCTC1Z2A72uKwQ2dCMx8gA7tQ7LHXGpump,0
14gZDNVJPCsWDroALQ2kjhszmitRL6oj2LKbajTfpump,0
14hbPPFx6jKJnghjqSBHarrXGM71mY4uJoPooKodK5Vw,0
14hwvbrrQGzPhQjEN7QFtVnYvvojRhgDiJWfdCjSpump,0
14ifsUk7MMurg99BwGR3YH7Kvxb8m3Cokuq6eqaXzSZu,0
14igmQacFPs6HKaVzReba3GZe9Y1HjMFXgLf2ZSspump,0
14jzHbuBNg19wiUUZCKux4sW3QKpLVom63GDfAZapump,0
14kUANFuLRm1M2xhXLC1saCU7wM6DGnbsmfJaTcWpump,0
14nNVEH7nb6EwPd8D3sUeGDFN2qicFyDKfh9ERYBpump,0
14nPv176JfxQX1kwKobyxi7kGv3jJAwqYpga66NVpump,0
14nX6bGUmBSRqUtXVdfrxD3CPLcjJerWfVcawnHYpump,0
14omdfJjSdEVWzSAk5cXqtDxQWjhR6hzgQinpPbCpump,0
14ovxLFUosgggEoJwHw2XGePNcv2yfkLnk35jjdpc4vR,0
14piu8FfezYEN6XfxAbUtqYbophSVJeU41zs3wFapump,0
14qHs3Q8JJw5XhjfHBJFYfT9GUKbPedN3VUfJxoapump,0
14qV9yDKMWaFW6YRmwuwZPUtd9owg3pp1cJQdgznpump,0
14qXBnieyPuyiR2ESqjkPYEJ6ZtcT36xGMzapne7pump,0
14qpC4nk9MqSuYpxRcTQKGDpBQ4d85A9mDNn4uESpump,0
14r5P6ipYMF2HHmbRweYDrHgdoHTugyhqzoTJNE3pump,0
14rB59m8NmffXgmU1HmQExRrg64L2dRimCvPuL9Qpump,0
14s9SH2juM25MaZpPMvcHudCj7rYwsxQs4vKkuUZ3Sfx,0
14sa7Yaa2uAu1XdTCoKZZ83tA5FV2isfSYgkDZdopump,0
14scJvqRkpZXMDz7jenpTebsDrwT6As9247VMMgY7tvr,0
14tVv37yVn3ACvNgkkdfrmvxBzkbVcd1GKHWR5Zhpump,0
14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,0
15dNv2jeQaC96TFK7PmNi7MotZsWgppPKwDRLhepump,0
15kh1aG1LTrSnSkQhY4wdJh15peJVHncffwjcYSpump,0
179LqKxdJWPNkkBTjvRJqk4PxYQNjz1xrzKHYSdQmSh,0
186miWugaUkBFiZohZTgvodPrAorW2o6KPn3UCspump,1
18b53PT8isPyJVfP4cHUmJWfZmesjW6CXjvKetLpump,0
19rk1nLkGycN5UbCRKW67HMoBhruzXXa3HErHsgJ1iG,0
19wig5VxNUoH1NKQGxVmW4VzGcqPv9LyJ2ynDAZ5bQB,0
1ADCTPSxMCnn7BSxnWD7ZTtqENnh1Z1Q5uu5Pwzpump,0
1AgCRWVypgQFk6tM44i3LH6y9AGcYXmAaviJETppump,0
1Bp6PkPkYKFrmXmxn94Ewr9icdRiX2t61WJGDoumoon,0
1C9vKAPP53MUcZrro998rJteSdkFF5nDnr25XgHpump,0
1FPs2RTXvLzW9r9MgRYfGgNJt4wcDUc3FpMeRpQLVLS,0
1G2SRB8jZf8inSCeAR3RJbDPusuCg7vaka1C3MPymnt,0
1GZsbGmsBtpCDDtDX9XXo2wDm7Z4m2HBWovwEbipump,0
1GitgbbcseeL8onLpe6Joy4hNwHzXWufrfuZhfwhrqR,0
1HQiu1sevvZrsv2XpmYvxK8HX7jNfBCeiq5sXippump,0
1Hkrdhpz8DuXmfqJ2QHJVZEVfb5yiUHcTy1yuxopump,0
1JgTbEEGUZo8DUxcY6jXTT51ZHiiJiwxuiukQe9wwQz,0
1KPwhWvebgS53q9Hhm4vbmtF28ujz29mJN3Qetipump,0
1Kdryk7gtYM4gNEQMmxfQrQ4ebk44buxPy3zaPmGb5T,0
1LSjbqeZ3nJN5Dqxeu1FaMREVgRyTYVCvTRrwg3RxNE,0
1NUtvs85c1R3syGriBMDrLvBq2GEa7YpgjPxmYypump,0
1PqXZVBJvbuFLvQmUxydFTeHAVxknZU3vsh3Jx1ciHt,0
1Qf8gESP4i6CFNWerUSDdLKJ9U1LpqTYvjJ2MM4pain,0
1RTJiyrkLGtjPrUKt6KKcEghRgMN3hhgmMiUtd6xVvq,0
1RqyqhaKyxGN8534ErV4acg4hfKvecBQaqWuGdhpump,0
1TvCVMeLKxXjBYNfKdfBW5ohipEDQUaKmMjeq4wJYBk,1
1UEEwrP4jD7kz7J6C5ANof2UnS5Rxd4YtWL17PJwpqt,0
1WZFqYabq3AKTSZ42HRHJr5FCXQtgeWCSZQo3h8ND8Q,0
1Wad8FzK1i13Ya3pcTo8okUJt9BeBNVdadorroKpump,0
1WyG6VCb8DQxd1hu5GZco9Xc14Rn2GfTWJmMYJHpump,0
1XmWj6cVR8Ee3N4cLpFYCo61oXS18hE5oxyPNrT4qya,0
1YRyDNC1MetgzuqGDddgqyUyGrWN2s7rQfWjYfLD7Eu,0
1Z4kEwy4HEqohoQQAdLCKSzzhTkRynkkXKLR9TcEJGh,1
1ZTP7K4fgy57WraBhE2DHauZVAQCQjUf9iTP3twpump,0
1Zkeg3KwfGbPL9ZL5agMwXgpt1MUWujUhw8DAV5pump,0
1aV2ML4Ejgf4axdGoxNbh4rmbQGMuM3EcLFsEyXpump,0
1bZHxqKPKP2rUkdKaQ5oQSPbxBmba5LBBVe2khMpump,0
1bm3Rz6BmXPWBaupX56NCuefQFKoZ4tmBxgJ7dvdz37,0
1cJzPWYdb1nMVtS22uqVjEifCWeJQXv5AE39TSkpump,0
1dHayZj7vweYdnYMzPv1ahv2m2HrbMyQsHHP3Xupump,0
1eHnuX2LxrCeVAiUuDS8udBFWz5csxULZ95UeDgpump,0
1fA1bMjvQigEwfL6J32zzThjJzfijS52a1tvqm8pump,0
1fpp4mcErEnMMut5ecyas7BNJjQNecv12iGwADppump,0
1gtgLd49ejaGjAzuGXzsti25G1JgtgGfXiep2Nfpump,0
1i2yLQJDfWY7uQa2ED8Nt6XvToUDUa6AASXrJvSpump,0
1iURf8UJ9hf2xjdvYRA4R3bvspYEykJRo8eEi7Npump,0
1jBcYbANHs4aup5nZezteDYNqYwBB8XJtjCMXknL6dA,0
1mdT5tWdWHvUSYgJrb4hXP1s17LmW2s3nMijcMhfFBB,0
1mqSy11TQaArjeeJzEhHoF4CHBPFtZnAFRkm3WKsyqd,0
1nnEfY45GcMTKzMdw3a3H8huDVcon4qnK1uATWMpump,0
1nzg7CA6fv1Z2anMWEiBDX7c2ikEHbMKZ1JjY9JXFMG,0
1oSTVVgx83DgoT9jo8evgKfvpQ5fxALbhLr8wSzQnc3,0
1oZik3XBYhD3nRzormwgqGsiTCriNEXmCG1xRe7pump,0
1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,0
1oqidT6em4ahTVbRMFB3jZssictGghuBBhpnJDRpump,0
1pFtfMQHRgHWZ3nSAKB1yDoh3mM97qZ3qM4o9dAHVh6,0
1q2D9QJs9U6zKDFLVHBBvzVNG11G82zcBQz4vz8pump,0
1sim3KgYgManCYuNq3R7sNXgTkNyk8wqKF251ce4biY,0
1tLx68iCUT1U6UUMyfbpUimtJvHVN5WEMd9SsaZpump,0
1tX2pnMCrhuiqMSdPhpnP6Sz8ssZXA82NbkaSg1pump,0
1tYhfkGxJSECSQVbanvVmoX65nKqzPwC3eETbNtpump,0
1ts6QitYRq5ANm4RhED8if479N529CmnC7CjMkMpump,0
1u5jMreUiiGAhJLNyUkdGUcPAY5SMAK2wPy9oAppump,0
1usZtZbjBgbL5Z8QVjb7zvgF9FkRek3DPgZpyEwpump,0
1xam7xCt5LNUjwXhSXRCz5digZ1VVsRBV1s1Jdjpump,0
1xdtu7y3LkkrVCAbm5KGKfYzq1qgKhxxk5AaJBqpump,0
211tCen2UDQtCfBgWnNZDhibyYSJ531jagebvBcVDiA3,0
213KCpQudbpuCHCQrQd1z4R8wtrZDUF3L1A5pPdopump,0
213jhSxuncHzgSyxF4YehkU2JFZxH1dLrhw7ut95C4Ya,0
214ry4rTbSL6SFSdR97FYbkWR7P3Ghi5324jrn6YDsub,0
216hKrupaAxEuhi1qT63yomgV7BZNjSq9TmpLmwJA6Uz,0
219jqrxuGDh1u4gk4f62iNNbFEitfDwEedqSCbUSpump,0
21AErpiB8uSb94oQKRcwuHqyHF93njAxBSbdUrpupump,0
21Ag7uNJQhWmUJVAf3Y1V6c8R6Wgisyx5szfsCz5r2wL,0
21AzFn8k4UDj2pfUwVSXton79XQK5HqaHPqzzHqJpump,0
21BTCo9hWHjGYYUQQLqjLgDBxjcn8vDt4Zic7TB3UbNE,0
21C5b3Zq4pBQ8vCmYWKFirNUpm1xzqLEkH4mMxQGQoSE,0
21CGbmwCgTQMhgeaW2NPskDs9MWC9yVowsruiWEvhsCL,0
21CLgfkD77bd2B1XBstdDzhzSuFT1WiMQiYZFTHupump,0
21Ccb18bCu49gZvqkbVx4LgTC957p8e9aw4bcPboFLYf,0
21E3nDzezEXKkp8khmhdYYJWrDxDiXySfu5ucYDGpump,0
21HyEKf4FpECz3v7WtX88pJxdx1Gjk632h7A1Bsnpump,0
21LGMbH8MDAZXKCsgZqFpbrMHL4Tox384dk5ehQYcook,0
21MXgeZTm1yyA7wWbA29Ejjx2hSpe52CeQZQQKEvpump,0
21N2tfG95nLfEiXkK1GUdbcfJkyZwzuBWVaRo44XqRy2,1
21QjcKFfT29sztZpURiJLXTKLJ2Hst9MsCQ3RETmm6Mk,0
21RvieCC5cawd8K44Na15gZwd8AWPGyEYo95dgbGpump,0
21TfHqt1KW6zkJHzEDwsuwrx3tDsW3xSCEn43oafBbAJ,0
21UkyQeWdPgsZU9pa1AfHGiraRr8bpH7RDun7btbpump,0
21Wr86WCGEX5utdNTP38bNsdkene5Ts1o3DviZGApump,0
21XXXQ4y9qDZqK87jcF5e3JE7HHrCAximzYRw1q5YvSa,0
21XYJh8HHwWE4cgTR7KusEoUp43uqfH6yhAgT3HQpump,0
21Zp33DLuLrvpqW6HLP55skWDKoSuZqBxNBKBQWmpump,0
21a52P6Z2w2vEvnQ2bNrptfbkM4zXGdTyeYVP9X1rdAJ,0
21cDZcMbfHiDk9skdtFAfG7iyKWZFcvpHLtoZq5idCJb,0
21f5ZSXS2nT5QxyD49V35gWA6K2TBzLSwyfMk84mWkzt,0
21gqib8R8dM5pGFnjFDQ6CMQpPmj9itR3ZwBbdihpump,0
21hBGCqq4iznhHqCvLctWyqT2ovw1TkxdGmHEeZZpump,0
21mRGp47yF4o2mWUtM9CyacnXJJror996bvaygDtpump,0
21nnfR4TkbZNLwvRrqEseAbz7P3kxKjaV7KuboLJpump,0
21o1G5Pwkpaph66ruKafbRCQJjjB2Nuj9ucAUCUYpump,0
21pRC8JKKsRaMFVLvynZ6MpQYQXqpre7ETajrsLNpump,0
21pyNSeJ4uZhcg9LU4WEVhhE33jepG5y6NgyEzAf6Srw,0
21vSodqAD7J6ePzSkPhy8bsvgAnEZSYjU1SZUQeApump,0
21xsJsvq2MATbcE5pJrBeV7nYmWuKNjj327NtphNbeyY,0
22147uK4Nwx7d1T9Ha6pbDZEKJfX5iiF8fJVGvQa5cTK,0
222MDm7qutD41A1LL299zkUDZobk85wB8FvA2Q45pump,0
224EEJJsBCU82DUy1JdypNh22r98ndRjAhQWN1RkTGFd,0
2254gBHuvVdiyDwPqudmQXzwo1jLAThm5dWD6au3pump,0
22643nMAC6jXTYuCXmmTGugs2FenfyEobD1XFoTwcook,0
226xJrXBJ3abPGVAvjzmmeKuxsuTfmzsto6y7gEopump,0
2274yMsEQss8DUoY5eKsKRaMdH8AvptjNSKYfGM2pump,0
2286ndGWhYrJEGSNqogtrp8gA7vbkxicUHEYTPhTpump,0
228MCJN9rgDKgmihS1D1eGJsuF1Sa5Ej6r9WFQZppump,0
229cPs9EyCXBzwWxURqmriA8f8ZMFxzLV7wkF9srpump,0
229vWzBTiUNdraYpVtSH9usTwwVxcyPDbBWf1zEPpump,0
22ALj5CaPgQSgfmvar8BV9MhxnMDhwLT9ZYsBvqWRfv1,0
22AQQyy4AAzD7FU2MYSCsBm1TXirEHsyQMW77xikpump,0
22BA2vCvMdctEJxjZ6a7nc524bTwqUj8JHWcfXZZcook,0
22BCd2rCZNx6u4NoWmUDdJpeBgce31ME3DwJTtHTpump,0
22BdxXRZLGxVCK1UB9ayX7b4e71jEMNsJutN9RLtpump,0
22CQkyJaFdY62dKgJaH4gZm9ghXxeYY5prKtM2Fv6CLu,0
22DK95BVSgVJKzsmzmEGWAFN4SYR5xJUrM3rxsoq7xmM,0
22Df3W4ak95r85zmUeHnG65pNWKNe8UP6SnScecCpump,0
22HFqpwZzTGpBG5hGuhYSF7NdpwtzPdgQADhqE8Upump,0
22KrwjSUGekvJBs9ECshine5zHHi4Wt7SFz38XqX8rVS,0
22LgLAhPpwa1FTFK4kwjRiLNAgTKQWp2EPevJScY9Pxz,0
22PWHEA3eF3wMERM4UemZbsJsWPDfWTouSrb493Upump,0
22RAPjxWKB37kYM1y4nox2NfEYR4s5dLzng6S2i6qxJ1,0
22UHds71v1gZ5rEq5G7392M2aQz3upWjcpMyxvaP9Ymd,0
22VXws4fyeLP97rNxMvVFeS8zVMKNirv4Nd9b5Jvpump,1
22WQ2nxUr8apMx3eDu62NfsgjMz4EjszQBFTYjuZpump,1
22X1adyMRXoWB6F4wyoeNeSYUNdGtDNAhodV8Qx9tibc,0
22Xeo6diWfJrScaoVFzgkwzrCByPukK45fdwkJyrpump,0
22YQ6ZG1eVDmSbsX9FqJDFAzGCzmG3FMngjZoBJtpump,0
22ZSvARt998fvVFEh4xemYy8xQYpv61sPu7JQCemFzsH,0
22ccBhf685tXxLwTftxD4WxPp8ZFBAMMnBYsAW1mpump,0
22dNMyR8cw98RP4bnFXTxr4DV46p1tmBhm2SWFJrKbP9,0
22fMBQJqiz6chZSYY3Z54TvNQxcucvBFhzFyY9ht4v8z,0
22hanTJY1DdTPCKDVe7p8jzy3n2TAPcsnP9Nx8LMpump,0
22ipKuscKiufBCGaqQSqUMDdW2YUCGVytNfkYmS8pump,1
22mLEW4tHyLyjR3VCwFeJEhYirTeVg8W21caidhbpump,0
22nfxkNoAyXDYQSA5iSWnXgu4MqWMpYmPuMJgmYspump,0
22p9ad4TizE246h7BEJiyK3RRMdMHx4fPmXanc61PKAG,0
22pjE7JkTjBRBm5TGoRX7CzoJ6TnbM6tfVk9hMh3pump,0
22rFqd7YBovBXCrK2ksZLxfxVNFiFFmGoL32UuZRpump,0
22uEUm9aRFLQYPi3wLWR3Vc6cVipqLyn8d8XUrCVhG9K,0
22uwcfo4zRpMqohbYe4AbQSK8CHktXGjt6gnwUSLz7H5,0
