source,year,token_address,label_category,lifespan_hours
SolRPDS,2021,2vRgBSJEVPXxayrhXoazQyCKSGFYQG3ZdfT2Gv5gZykL,non-rug,0.013333333333333334
SolRPDS,2021,2wmKXX1xsxLfrvjEPrt2UHiqj8Gbzwxvffr9qmNjsw8g,non-rug,459.71222222222224
SolRPDS,2021,31tCNEE6LiL9yW4Bu153Dq4vi2GuorXxCA9pW9aA6ecU,non-rug,1213.4277777777777
SolRPDS,2021,333iHoRM2Awhf9uVZtSyTfU8AekdGrgQePZsKMFPgKmS,non-rug,3158.7191666666668
SolRPDS,2021,33fsBLA8djQm82RpHmE3SuVrPGtZBWNYExsEUeKX1HXX,non-rug,2312.9222222222224
SolRPDS,2021,379WD5JJmV8LgcTyu4i6CPxNbm9WdTXF9WYnkHoz9nNF,rug,697.665
SolRPDS,2021,37mG5XYuwMSutQnvERDUZqxumes5hYp89X2gpBbedpZ2,non-rug,744.1830555555556
SolRPDS,2021,39cG39AZ4cG7oGNMe4RhD3xAzjy1nkiNgk8W6WbDCgeR,non-rug,957.0575
SolRPDS,2021,3CKQgrcvwhvFqVXXxLTb1u262nh26SJ3uutkSCTtbZxH,non-rug,274.7325
SolRPDS,2021,3CaBxqxWsP5oqS84Pkja4wLxyZYsHzMivQbnfwFJQeL1,non-rug,430.96194444444444
SolRPDS,2021,3DHPqxdMXogNNnpqBMF8N4Zs4dn1WR31H7UjWq6FExwG,non-rug,309.72777777777776
SolRPDS,2021,3EkHyexJLGCvSxzn5umbtd9N69GoT4p5pfdLTFqCNP9Y,non-rug,908.1736111111111
SolRPDS,2021,3FoUAsGDbvTD6YZ4wVKJgTB76onJUKz7GPEBNiR5b8wc,non-rug,5191.077222222222
SolRPDS,2021,3HaDnJ2PEt7v7RE8dPaSzSCgBL5dWvWtTkGaEGs5ap3N,non-rug,0.15194444444444444
SolRPDS,2021,3He7MjkGXd9MjCu9rv7oUosi4Gav1JuzpDqk6sDX7XJo,rug,446.6277777777778
SolRPDS,2021,3JSf5tPeuscJGtaCp5giEiDhv51gQ4v3zWg8DGgyLfAB,non-rug,6460.735833333333
SolRPDS,2021,3K6rftdAaQYMPunrtNRHgnK2UAtjm2JwyT2oCiTDouYE,non-rug,5578.222777777778
SolRPDS,2021,3KnVxWhoYdc9UwDr5WMVkZp2LpF7gnojg7We7MUd6ixQ,non-rug,3510.6133333333332
SolRPDS,2021,3LCSAo9Hf64cxtPbArLog3PKkwGkZFN7Ttz1zLdPWPTS,non-rug,129.2811111111111
SolRPDS,2021,3NcCuwvTMnnf7TU2UEVhp6v2nzbLXQiDgzQySS6m8A7P,non-rug,189.37722222222223
SolRPDS,2021,3PNqq4kEqgRSkV5dYdcc6mtoaoXdaun9ytoCr4BgX5yA,non-rug,14.330555555555556
SolRPDS,2021,3QuAYThYKFXSmrTcSHsdd7sAxaFBobaCkLy2DBYJLMDs,non-rug,4905.741111111111
SolRPDS,2021,3RudPTAkfcq9Q9Jk8SVeCoecCBmdKMj6q5smsWzxqtqZ,non-rug,2155.2691666666665
SolRPDS,2021,3TMdBbnXKASdx9rBcZ5HQsyqCky7Gt2ea44gYB6Ro15A,rug,18.388333333333332
SolRPDS,2021,3UcBMHnSTCXaxUbP6B96kHcED98DgEnNa9rGKzwXKMf4,non-rug,163.94444444444446
SolRPDS,2021,3VhB8EAL8dZ457SiksLPpMUR1pyACpbNh5rTjQUEVCcH,rug,1730.1483333333333
SolRPDS,2021,3Ztt53vwGhQGoEp3n1RjSu4CFnGRfqzwo6L8KN8gmXfd,non-rug,3170.429722222222
SolRPDS,2021,3avjHqW8dqBL7oK335saFJGajLW22AijMm8B9voZ6GdC,rug,1.2861111111111112
SolRPDS,2021,3bRTivrVsitbmCTGtqwp7hxXPsybkjn4XLNtPsHqa3zR,non-rug,3590.735
SolRPDS,2021,3fFHsncY59ue2HPduo1KhbZRWYRd8iek5tj88sPXMgFk,non-rug,899.5211111111112
SolRPDS,2021,3iBZV8gvUFxp333FFogUPVi6MP9dEZ74xUxVzEQvNPii,non-rug,73.83972222222222
SolRPDS,2021,3isaYVsynAVKGJgpzdNysTvaypz4E2qKUgt6pU6xRRxY,rug,3427.8225
SolRPDS,2021,3jzdrXXKxwkBk82u2eCWASZLCKoZs1LQTg87HBEAmBJw,non-rug,1493.5355555555554
SolRPDS,2021,3m7A2A8HHdqmiDrjAfaddj7Hxd88FrBHA1KSoqjoELtu,non-rug,1157.6586111111112
SolRPDS,2021,3mXx1bNiB5bhgwznk4eeqM9eoy6DU3CeCkm1LPabeoEh,non-rug,718.0586111111111
SolRPDS,2021,3oLpKntC8W9AxiFhafRGBeALGuKdimduUXVPo1GQNHuX,non-rug,1.6747222222222222
SolRPDS,2021,3os2M3bX9qta154PRbU9rzaPUYAKAqVpaMMS8u2hoUQu,non-rug,870.2033333333334
SolRPDS,2021,3x7UeXDF4imKSKnizK9mYyx1M5bTNzpeALfPeB8S6XT9,non-rug,2809.575
SolRPDS,2021,3xVf2hPbkE5TuZNUPLQXFgFLD4LpvCM45BodbPmnpSSV,non-rug,721.3316666666667
SolRPDS,2021,41TwwURtuv4k8TuFxp1vfFYP9noMbHXqtscse8xLM26V,non-rug,796.3216666666667
SolRPDS,2021,43m2ewFV5nDepieFjT9EmAQnc1HRtAF247RBpLGFem5F,non-rug,2370.6069444444443
SolRPDS,2021,43q34gUCKfgBQcJSNq2M4s8uVGuGtfAFQXES1BzW5UBv,non-rug,67.08472222222223
SolRPDS,2021,45HfvXJHY9msY2i4EmUpume1mSMLUvdaWsJRbctAobQM,non-rug,0.40555555555555556
SolRPDS,2021,45ojchnvC3agGNvs86MWBq8N4miiTY6X8ECQzgQNDE4v,non-rug,1007.8488888888888
SolRPDS,2021,49c7WuCZkQgc3M4qH8WuEUNXfgwupZf1xqWkDQ7gjRGt,non-rug,1070.89
SolRPDS,2021,4BPw4jwHWqQCbkD2VWtLFL5PLBRmkHZiievTm1ebiWYJ,non-rug,1110.9091666666666
SolRPDS,2021,4BzxVoBQzwKoqm1dQc78r42Yby3EzAeZmMiYFdCjeu5Z,non-rug,1159.9758333333334
SolRPDS,2021,4D2umdRkmjgsFj4Vf9foJGMkTjNQ41jXaGuAL3xb4dQj,non-rug,503.9194444444444
SolRPDS,2021,4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU,non-rug,1189.3669444444445
SolRPDS,2021,4NGNdLiQ1KG8GgqZimKku4WCLdXbNw6UQJvqax3fE6CJ,non-rug,156.66083333333333
SolRPDS,2021,4NPzwMK2gfgQ6rTv8x4EE1ZvKW6MYyYTSrAZCx7zxyaX,non-rug,2023.9486111111112
SolRPDS,2021,4QV4wzDdy7S1EV6y2r9DkmaDsHeoKz6HUvFLVtAsu6dV,non-rug,402.24444444444447
SolRPDS,2021,4SZjjNABoqhbd4hnapbvoEPEqT8mnNkfbEoAwALf1V8t,non-rug,1644.4622222222222
SolRPDS,2021,4TGxgCSJQx2GQk9oHZ8dC5m3JNXTYZHjXumKAW3vLnNx,non-rug,4392.470555555556
SolRPDS,2021,4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF,non-rug,344.59027777777777
SolRPDS,2021,4UuGQgkD3rSeoXatXRWwRfRd21G87d5LiCfkVzNNv1Tt,non-rug,717.8058333333333
SolRPDS,2021,4ZEDNmqoLbzwJVAJZNhRgz31Da8DauDkpSfH9iU2vXA4,non-rug,362.7969444444444
SolRPDS,2021,4ZwWddrPzfgMxyEgQ7kzVrqoqX5D9BQJPwduQUBMmePs,rug,345.07416666666666
SolRPDS,2021,4dmKkXNHdgYsXqBHCuMikNQWwVomZURhYvkkX5c4pQ7y,non-rug,4338.7875
SolRPDS,2021,4dydh8EGNEdTz6grqnGBxpduRg55eLnwNZXoNZJetadu,non-rug,2578.955
SolRPDS,2021,4hJ6sjwmsvvFag6TKL97yhWiBSDX9BABWoiXgb3EPXxB,non-rug,1782.9575
SolRPDS,2021,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,non-rug,7350.583055555556
SolRPDS,2021,4pk3pf9nJDN1im1kNwWJN1ThjE8pCYCTexXYGyFjqKVf,non-rug,4039.811388888889
SolRPDS,2021,4q5UBXJxE91BZKX548qhU8i5QBWvZdXzS3RZwfTgLQda,non-rug,793.2194444444444
SolRPDS,2021,4qw5MNc9oLKS22hiFTK6TNBHCqegDK3qzhMDgawtwnUL,non-rug,9.615277777777777
SolRPDS,2021,4wjPQJ6PrkC4dHhYghwJzGBVP78DkBzA2U3kHoFNBuhj,non-rug,4493.494166666666
SolRPDS,2021,51tMb3zBKDiQhNwGqpgwbavaGH54mk8fXFzxTc1xnasg,non-rug,4276.750277777778
SolRPDS,2021,53dqN1unCex98QWzLZtk1ssJptEcRwZapTrv8pakcgNB,non-rug,1219.6855555555555
SolRPDS,2021,56tNQ29XBrbovm5K5SThuQatjCy92w2wKUaUeQ8WCD9g,non-rug,255.1
SolRPDS,2021,58yYYVT5FoVx2jtvD9xtX4JxE8jogtA5tjMkJudgERMS,non-rug,428.0936111111111
SolRPDS,2021,5DfhZugS25gPf84LF5u6LjRCzW1XCFuRd88PAujoeic5,non-rug,217.3625
SolRPDS,2021,5ENUvV3Ur3o3Fg6LVRfHL4sowidiVTMHHsEFqNJXRz6o,non-rug,896.7533333333333
SolRPDS,2021,5G9Z8LJZSFxG4HYdRB6SQqxuTePPw2sSyTJfCX4pggd7,rug,483.3811111111111
SolRPDS,2021,5HHv6HAyBtaihyHEapCJvjE6iRbGLRmm3F5EZjz6EzHV,non-rug,120.29861111111111
SolRPDS,2021,5JnZ667P3VcjDinkJFysWh2K2KtViy63FZ3oL5YghEhW,non-rug,4576.762777777778
SolRPDS,2021,5K1JtWpdSksVKaL6R2DuLpCDAjzxK6sq2CpXaXDWHVLg,non-rug,23.485277777777778
SolRPDS,2021,5KV2W2XPdSo97wQWcuAVi6G4PaCoieg4Lhhi61PAMaMJ,non-rug,3893.298333333333
SolRPDS,2021,5L2YboFbHAUpBDDJjvDB5M6pu9CW2FRjyDB2asZyvjtE,non-rug,415.8038888888889
SolRPDS,2021,5L87fjh5XZWERN4UGbK62TM1funxFvXSRUGmvbHBGqn1,non-rug,0.5238888888888888
SolRPDS,2021,5LSFpvLDkcdV2a3Kiyzmg5YmJsj2XDLySaXvnfP1cgLT,non-rug,1166.6336111111111
SolRPDS,2021,5RpUwQ8wtdPCZHhu6MERp2RGrpobsbZ6MH5dDHkUjs2,non-rug,1036.3863888888889
SolRPDS,2021,5U9QqCPhqXAJcEv9uyzFJd5zhN93vuPk1aNNkXnUfPnt,non-rug,2639.531388888889
SolRPDS,2021,5Z7bWSvcxVeUkroSypFW3Tsw7vPoJUcCxhTFNenLxNoR,non-rug,149.27333333333334
SolRPDS,2021,5abCYCzwJLtazvtAZEPcHaEoB2zZ6xNFEmM36o6qyAHy,rug,123.57638888888889
SolRPDS,2021,5dWmnUa5cnPWTv5gkwboqTV3ZwTj4HgAMkeEsXUKE9kB,non-rug,0.8330555555555555
SolRPDS,2021,5fhXkD8tXyDB9rmYZSNJ6LneLr2nMteMpCVxeDDEgXa3,non-rug,1104.5027777777777
SolRPDS,2021,5goWRao6a3yNC4d6UjMdQxonkCMvKBwdpubU3qhfcdf1,non-rug,1044.0441666666666
SolRPDS,2021,5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp,non-rug,688.8052777777777
SolRPDS,2021,5hw5B7TpiQUAXMsiy6XXJm6XZt65c8cDu4XCZ6NxQebS,rug,204.61694444444444
SolRPDS,2021,5j6BmiZTfHssaWPT23EQYQci3w57VTw7QypKArQZbSZ9,non-rug,3726.488611111111
SolRPDS,2021,5j81MNxc3ru546HtUKq5b3qDg9qmqATZz89MYyKhdwhm,non-rug,115.29083333333334
SolRPDS,2021,5jFnsfx36DyGk8uVGrbXnVUMTsBkPXGpx6e69BiGFzko,non-rug,1482.1036111111111
SolRPDS,2021,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,non-rug,2701.3955555555553
SolRPDS,2021,5p2zjqCd1WJzAVgcEnjhb9zWDU7b9XVhFhx4usiyN7jB,non-rug,4244.848055555555
SolRPDS,2021,5sM9xxcBTM9rWza6nEgq2cShA87JjTBx1Cu82LjgmaEg,non-rug,1150.9947222222222
SolRPDS,2021,5tN42n9vMi6ubp67Uy4NnmM5DMZYN8aS8GeB3bEDHr6E,non-rug,1998.973611111111
SolRPDS,2021,5v6tZ1SiAi7G8Qg4rBF1ZdAn4cn6aeQtefewMr1NLy61,non-rug,1654.191388888889
SolRPDS,2021,5xq71UHmPSZ5s68DkXL8wrBVsWCh4zXgcn4wTWkqFdxa,non-rug,697.5033333333333
SolRPDS,2021,5y1YcGVPFy8bEiCJi79kegF9igahmvDe5UrqswFvnpMJ,non-rug,315.96472222222224
SolRPDS,2021,5y6abqRgxesWCH7xCi5efntYxoZyDxFbBvgHTJS6b2Rm,non-rug,161.82416666666666
SolRPDS,2021,5yUX1XpjLSTDyNBTQ3N3oYpu6RH4gckqnSS6Ecg79fAL,rug,52.085
SolRPDS,2021,6156vEwBw11hGF6rkr3um5RPNWfBCYBFH7XcbEF47erH,non-rug,52.746944444444445
SolRPDS,2021,665t3SYTfoVtaRPP7QRbBG3V7ePVtWVKQXYkSaUfxS7u,non-rug,19.24222222222222
SolRPDS,2021,66CgfJQoZkpkrEgC1z4vFJcSFc4V6T5HqbjSSNuqcNJz,non-rug,3791.2925
SolRPDS,2021,6F9XriABHfWhit6zmMUYAQBSy6XK5VF1cHXuW5LDpRtC,non-rug,566.7991666666667
SolRPDS,2021,6H87YFkp5LHyN3KzDXa5r3QYce7WTcwYJi9SqwH3TXkQ,non-rug,418.0436111111111
SolRPDS,2021,6JdcMdhqgCtcP4U9tieRqmKLhPLxRMLC67QfmdXAJBvZ,non-rug,1077.4702777777777
SolRPDS,2021,6Km8PRUQxPmNX6EhmAuu3sFEnCP6uT2Yt42zPFR6VNnD,rug,18.475833333333334
SolRPDS,2021,6Kuq8rShSWmYhrzCvymB5GyfQeKfcUb18VHsACw9E7Hf,rug,23.845555555555556
SolRPDS,2021,6PBEGe6YaKmDPw1Ebza823SuvQWQgGZ2NTANBgaKdxHq,non-rug,92.47666666666667
SolRPDS,2021,6Rr2Dv17URCPzCXgcwvaEGcaBpyC1Uykndiy8x4aN75j,rug,44.6725
SolRPDS,2021,6TgvYd7eApfcZ7K5Mur7MaUQ2xT7THB4cLHWuMkQdU5Z,non-rug,1311.4547222222222
SolRPDS,2021,6VNKqgz9hk7zRShTFdg5AnkfKwZUcojzwAkzxSH3bnUm,non-rug,3458.123888888889
SolRPDS,2021,6VYF5jXq6rfq4QRgGMG6co7b1Ev1Lj7KSbHBxfQ9e1L3,non-rug,147.57333333333332
SolRPDS,2021,6XWfkyg5mzGtKNftSDgYjyoPyUsLRf2rafj95XSFSFrr,non-rug,1062.6902777777777
SolRPDS,2021,6Y7LbYB3tfGBG6CSkyssoxdtHb77AEMTRVXe8JUJRwZ7,non-rug,3314.3733333333334
SolRPDS,2021,6bLp99VoqKU1C3Qp6VTNvSoCoc78jMGxPkGSSopq8wHB,non-rug,1188.0102777777777
SolRPDS,2021,6cVgJUqo4nmvQpbgrDZwyfd6RwWw5bfnCamS3M9N1fd,non-rug,1199.721388888889
SolRPDS,2021,6gDZSTqGhhUNWE2DuWUa7zSFenmQz2NpAZRpPrg61LF8,rug,483.8622222222222
SolRPDS,2021,6j14WyX1Ag2pLWvn99euK4xp2VcZD62VeJv2iwCrYmT8,non-rug,217.90416666666667
SolRPDS,2021,6j28waP2NyoCBJrrVNHZuEzLDL25DXdNxMFsMNMxYht7,non-rug,165.0847222222222
SolRPDS,2021,6kwTqmdQkJd8qRr9RjSnUX9XJ24RmJRSrU1rsragP97Y,non-rug,3772.166111111111
SolRPDS,2021,6nY5u2KWywfY6ERXgBBr6YNfBATHi13HT1fge64vCAKo,non-rug,336.5541666666667
SolRPDS,2021,6naWDMGNWwqffJnnXFLBCLaYu1y5U9Rohe5wwJPHvf1p,non-rug,627.2336111111111
SolRPDS,2021,6nuaX3ogrr2CaoAPjtaKHAoBNWok32BMcRozuf32s2QF,non-rug,2576.176388888889
SolRPDS,2021,6o4f6tuvVQTa9PTrHN9pvUeXEPusN6RLgMam1Zc7tYbm,rug,285.3411111111111
SolRPDS,2021,6thBfacY24FpPwwtE91awkBQ2qrnHuyUX5BxpX9YsSdF,non-rug,0.32611111111111113
SolRPDS,2021,6uZ7MRGGf3FJhzk9TUk3QRMR2fz83WY9BEVBukRvMRVX,non-rug,772.9886111111111
SolRPDS,2021,6wShYhqA2gs3HUAZ4MyaPDpKPBWFJUQQUGaCoy2k1Tgz,non-rug,234.09083333333334
SolRPDS,2021,6xcfmgzPgABAuAfGDhvvLLMfMDur4at7tU7j3NudUviK,non-rug,142.6822222222222
SolRPDS,2021,6xtyNYX6Rf4Kp3629X11m1jqUmkV89mf9xQakUtUQfHq,non-rug,794.5519444444444
SolRPDS,2021,6ybxMQpMgQhtsTLhvHZqk8uqao7kvoexY6e8JmCTqAB1,non-rug,1177.2088888888889
SolRPDS,2021,6zQwyDe541Ys4Q85vkhvHMMRW7ypA4PyHCSF1doWZ4tw,non-rug,428.8980555555556
SolRPDS,2021,72hgmvS5zFxaFJfMizq6Gp4gjBqXjTPyX9GDP38krorQ,non-rug,1324.9275
SolRPDS,2021,74YedyBSKbjYzWMhwuBQz3mwsN6vuSSdAfzX9WLZQUtq,non-rug,227.41444444444446
SolRPDS,2021,7Af1biRuBcAQTEU3YkWaGGtQDFoxYmqLMyrBNQKnuogn,non-rug,11.024444444444445
SolRPDS,2021,7H4Co5vUfRGuYCHFitwCr2iCvKpv7QiRA8hFfwa1y4x3,non-rug,4.474444444444444
SolRPDS,2021,7JYZmXjHenJxgLUtBxgYsFfoABmWQFA1fW3tHQKUBThV,non-rug,152.17333333333335
SolRPDS,2021,7Nu9ZwWesTxsp6fAiPKDRZs5d8MJdVLwzGNuSURLbL1r,rug,24.328611111111112
SolRPDS,2021,7Q2afV64in6N6SeZsAAB81TJzwDoD6zpqmHkzi9Dcavn,non-rug,641.4636111111112
SolRPDS,2021,7R7rZ7SsLDXkYAfJyRCBScLuZwizeMWaTWrwFhSZU2Jq,non-rug,138.14027777777778
SolRPDS,2021,7TXxsfjYt8gR1XZh9vZZNRxhA4t2VxtYbsy9JWHRjFhJ,rug,104.26305555555555
SolRPDS,2021,7TidyfwBJm3sMX4Evk1pGjCTMYCXukqvdX4VNuy5PSEs,rug,836.0388888888889
SolRPDS,2021,7VQo3HFLNH5QqGtM8eC3XQbPkJUu7nS9LeGWjerRh5Sw,non-rug,2375.433611111111
SolRPDS,2021,7YhfUG27m7ceDCBnB48dGy4mAJab2hqi6YKkp9Ho7ybv,non-rug,1056.4441666666667
SolRPDS,2021,7a4cXVvVT7kF6hS5q5LDqtzWfHfys4a9PoK6pf87RKwf,non-rug,154.46444444444444
SolRPDS,2021,7dHX7nVDtytz5ng9DNyiDMud9gcYimfjngKHrVvH6C4,rug,422.9558333333333
SolRPDS,2021,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,non-rug,2710.0616666666665
SolRPDS,2021,7dVH61ChzgmN9BwG4PkzwRP8PbYwPJ7ZPNF2vamKT2H8,non-rug,737.6302777777778
SolRPDS,2021,7dgHoN8wBZCc5wbnQ2C47TDnBMAxG4Q5L3KjP67z8kNi,non-rug,1069.0505555555555
SolRPDS,2021,7fCzz6ZDHm4UWC9Se1RPLmiyeuQ6kStxpcAP696EuE1E,non-rug,5255.090277777777
SolRPDS,2021,7g166TuBmnoHKvS2PEkZx6kREZtbfjUxCHGWjCqoDXZv,non-rug,246.94555555555556
SolRPDS,2021,7j7H7sgsnNDeCngAPjpaCN4aaaru4HS7NAFYSEUyzJ3k,non-rug,1517.2825
SolRPDS,2021,7puG5H5Mc6QpvaXjAVLr6GnL5hhUMnpLcUm8G3mEsgHQ,non-rug,1043.285
SolRPDS,2021,7q3AdgKuMeDRnjaMQs7ppXjaw4HUxjsdyMrrfiSZraiN,non-rug,1054.118888888889
SolRPDS,2021,7rmV64vLfbrbS5rTFvojYWzCVEn8dnJ9RfSRx3nD6C5E,non-rug,116.54388888888889
SolRPDS,2021,7s7PKr3qhuvZjngR1Zmsy53tFLLhZA4aoMnzeE8Z2H5Z,non-rug,93.26027777777777
SolRPDS,2021,7udMmYXh6cuWVY6qQVCd9b429wDVn2J71r5BdxHkQADY,non-rug,2150.088333333333
SolRPDS,2021,7uv3ZvZcQLd95bUp5WMioxG7tyAZVXFfr8JYkwhMYrnt,non-rug,4727.6930555555555
SolRPDS,2021,7vKX5rx57VPE1ozJesFzojdPjGZ3M89894PT27i6seUF,non-rug,40.45305555555556
SolRPDS,2021,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,non-rug,2293.03
SolRPDS,2021,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,non-rug,5422.295555555555
SolRPDS,2021,7xd71KP4HwQ4sM936xL8JQZCwE4amUko1AdCCf6Znjrt,non-rug,32.340833333333336
SolRPDS,2021,7xzovRepzLvXbbpVZLYKzEBhCNgStEv1xpDqf1rMFFKX,non-rug,4585.501666666667
SolRPDS,2021,7zBWymxbZt7PVHQzfi3i85frc1YRiQc23K7bh3gos8ZC,non-rug,365.2891666666667
SolRPDS,2021,7zhbkbKpGaUsJW7AD4yyAfGGoy53Xx2H3Ai5BKcwGKHw,non-rug,1228.2141666666666
SolRPDS,2021,83LGLCm7QKpYZbX8q4W2kYWbtt8NJBwbVwEepzkVnJ9y,non-rug,1642.1469444444444
SolRPDS,2021,873KLxCbz7s9Kc4ZzgYRtNmhfkQrhfyWGZJBmyCbC3ei,rug,3355.2361111111113
SolRPDS,2021,88881Hu2jGMfCs9tMu5Rr7Ah7WBNBuXqde4nR5ZmKYYy,non-rug,222.39027777777778
SolRPDS,2021,88YqDBWxYhhwPbExF966EdaCYBKP51xVm1oGBcbWzcf2,non-rug,357.63944444444445
SolRPDS,2021,892ghevHKmmyV7vWJY6bmqA4ArxirYNRdnauUdx7q8R7,rug,36.20166666666667
SolRPDS,2021,8E5W9PMhnEvdvM2Q9XBLMJW7UsFiieXnRHPj8zhtB23h,non-rug,1326.17
SolRPDS,2021,8EYHXgoSUy4nBLYpSUXwLTh7nX8w5mPbivJy49bJJog7,rug,1641.0772222222222
SolRPDS,2021,8FU95xFJhUUkyyCLU13HSzDLs7oC4QZdXQHL6SCeab36,non-rug,1236.1547222222223
SolRPDS,2021,8H4eH19o9yYWCGFQLe37fQhn9Jkb5TUVw8bwW9cmHNfu,non-rug,8.498333333333333
SolRPDS,2021,8HGyAAB1yoM1ttS7pXjHMa3dukTFGQggnFFH3hJZgzQh,non-rug,5368.667777777778
SolRPDS,2021,8L8pDf3jutdpdr4m3np68CL9ZroLActrqwxi6s9Ah5xU,rug,3116.5794444444446
SolRPDS,2021,8NGgmXzBzhsXz46pTC3ioSBxeE3w2EXpc741N3EQ8E6r,non-rug,4501.4383333333335
SolRPDS,2021,8PMHT4swUMtBzgHnh5U564N5sjPSiUz2cjEQzFnnP1Fo,non-rug,6151.4375
SolRPDS,2021,8PukgJGvG2XWtXvqbkoQxqrWJcew9Tn7rDUi1iagDEbh,rug,149.20472222222222
SolRPDS,2021,8RYSc3rrS4X4bvBCtSJnhcpPpMaAJkXnVKZPzANxQHgz,non-rug,2494.7902777777776
SolRPDS,2021,8VLvHQ4E2t1Azptwh5p26Wg64ycnfE9BV9bDba6U14wG,rug,13.3225
SolRPDS,2021,8Wmonq7dhFJXuHqFCcVgWTmmUPCBC4C6J5xbB5HhGb6n,rug,281.22333333333336
SolRPDS,2021,8XSsNvaKU9FDhYWAv7Yc7qSNwuJSzVrXBNEk7AFiWF69,non-rug,879.3511111111111
SolRPDS,2021,8Yv9Jz4z7BUHP68dz8E8m3tMe6NKgpMUKn8KVqrPA6Fr,non-rug,1893.8355555555556
SolRPDS,2021,8bqjz8DeSuim1sEAsQatjJN4zseyxSPdhHQcuuhL8PCK,non-rug,1603.9297222222222
SolRPDS,2021,8iQQtHVnA52oLEvf5rwRWVRh3eBRMRWGvVr5UNEPA7td,rug,423.1272222222222
SolRPDS,2021,8mgeCL7k2cB2KTN8NhD5biqvcbkfrmBogDpYoHmn5cKQ,non-rug,444.2677777777778
SolRPDS,2021,8o66EVAf4u2Hr21m2tuRrPtEXFPLr8G8aL1ETStP8fDu,non-rug,473.3511111111111
SolRPDS,2021,8oiPhiFrmXS93iC98M4ATev8emQ6XGtf8pz8sntbbqGt,non-rug,720.8261111111111
SolRPDS,2021,8pBc4v9GAwCBNWPB5XKA93APexMGAS4qMr37vNke9Ref,rug,3750.525277777778
